trials.thisRepN,num_distr,mouse.time,mouse.clicked_name,,,,,,,,,,,,,,,
89,10,1.5209177,target',,,,,,,,,,,,,,,
90,5,1.3173677,target',,,,,,,,,,,,,,,
91,5,1.6350478,target',,,,,,,,,,,,,,,
92,5,1.4741437,target',,,,,,,,,,,,,,,
93,5,1.7537489,target',,,,,,,,,,,,,,,
94,10,2.0573619,target',,,,,,,,,,,,,,,
95,10,2.3565399,target',,,,,,,,,,,,,,,
96,5,1.1163209,target',,,,,,,,,,,,,,,
97,10,1.4524618,target',,,,,,,,,,,,,,,
98,5,1.7673329,target',,,,,,,,,,,,,,,
99,5,1.726053,target',,,,,,,,,,,,,,,
100,5,1.4899188,target',,,,,,,,,,,,,,,
101,10,1.4779745,target',,,,,,,,,,,,,,,
102,10,1.2534111,target',,,,,,,,,,,,,,,
103,5,2.0618045,target',,,,,,,,,,,,,,,
104,10,1.8517308,target',,,,,,,,,,,,,,,
105,5,1.8333128,target',,,,,,,,,,,,,,,
106,5,1.2372266,target',,,,,,,,,,,,,,,
107,5,1.6708579,target',,,,,,,,,,,,,,,
108,5,1.092203,target',,,,,,,,,,,,,,,
109,10,2.0864074,target',,,,,,,,,,,,,,,
110,10,1.3974923,target',,,,,,,,,,,,,,,
111,5,1.7327848,target',,,,,,,,,,,,,,,
112,10,0.8448646,target',,,,,,,,,,,,,,,
113,5,1.4980076,target',,,,,,,,,,,,,,,
114,10,1.454025,,,,,,,,,,,,,,,,
115,10,1.0756273,target',,,,,,,,,,,,,,,
116,10,1.72735,target',,,,,,,,,,,,,,,
117,5,2.4396982,target',,,,,,,,,,,,,,,
118,10,1.147405,target',,,,,,,,,,,,,,,
119,10,2.5651817,target',,,,,,,,,,,,,,,
120,10,1.7623765,target',,,,,,,,,,,,,,,
121,5,1.5515038,target',,,,,,,,,,,,,,,
122,10,1.3917166,target',,,,,,,,,,,,,,,
123,10,1.4900993,target',,,,,,,,,,,,,,,
124,10,1.2187563,target',,,,,,,,,,,,,,,
125,10,1.4305284,target',,,,,,,,,,,,,,,
126,10,1.1422016,target',,,,,,,,,,,,,,,
127,10,1.6047736,target',,,,,,,,,,,,,,,
128,10,1.6884086,target',,,,,,,,,,,,,,,
129,5,1.440038,target',,,,,,,,,,,,,,,
130,10,1.8468593,target',,,,,,,,,,,,,,,
131,10,1.4025951,target',,,,,,,,,,,,,,,
132,10,1.4080753,target',,,,,,,,,,,,,,,
133,10,1.3752083,target',,,,,,,,,,,,,,,
134,5,1.5007579,target',,,,,,,,,,,,,,,
135,5,1.2565953,target',,,,,,,,,,,,,,,
136,10,1.9858524,target',,,,,,,,,,,,,,,
137,10,1.5600088,target',,,,,,,,,,,,,,,
138,5,1.649508,target',,,,,,,,,,,,,,,
139,5,1.0406913,target',,,,,,,,,,,,,,,
140,10,1.6658695,target',,,,,,,,,,,,,,,
141,5,1.4969099,target',,,,,,,,,,,,,,,
142,5,1.5682513,target',,,,,,,,,,,,,,,
143,10,1.0267716,target',,,,,,,,,,,,,,,
144,10,1.3346734,target',,,,,,,,,,,,,,,
145,5,1.1314062,target',,,,,,,,,,,,,,,
146,5,1.4419216,target',,,,,,,,,,,,,,,
147,5,1.0533467,target',,,,,,,,,,,,,,,
148,10,1.7878707,target',,,,,,,,,,,,,,,
149,5,2.5606909,target',,,,,,,,,,,,,,,
150,5,1.4820801,target',,,,,,,,,,,,,,,
151,5,2.1856691,target',,,,,,,,,,,,,,,
152,10,1.3431195,,,,,,,,,,,,,,,,
153,5,1.6192698,target',,,,,,,,,,,,,,,
154,10,1.7920124,target',,,,,,,,,,,,,,,
155,10,1.7308181,target',,,,,,,,,,,,,,,
156,5,1.0327019,target',,,,,,,,,,,,,,,
157,10,1.3940863,,,,,,,,,,,,,,,,
158,10,1.3240178,target',,,,,,,,,,,,,,,
159,10,1.1429842,target',,,,,,,,,,,,,,,
160,10,1.5234905,target',,,,,,,,,,,,,,,
161,5,1.8279036,target',,,,,,,,,,,,,,,
162,5,3.4278318,target',,,,,,,,,,,,,,,
163,5,1.7744313,target',,,,,,,,,,,,,,,
164,10,1.4579094,target',,,,,,,,,,,,,,,
165,10,0.914846,target',,,,,,,,,,,,,,,
166,10,0.8295968,target',,,,,,,,,,,,,,,
167,10,1.7814916,target',,,,,,,,,,,,,,,
168,10,1.0235075,target',,,,,,,,,,,,,,,
169,5,1.9205849,target',,,,,,,,,,,,,,,
170,10,1.5088684,target',,,,,,,,,,,,,,,
171,5,1.8029365,target',,,,,,,,,,,,,,,
172,10,1.3923221,target',,,,,,,,,,,,,,,
173,5,1.3867267,target',,,,,,,,,,,,,,,
174,10,3.8853154,target',,,,,,,,,,,,,,,
175,5,2.0639967,target',,,,,,,,,,,,,,,
176,10,1.493709,target',,,,,,,,,,,,,,,
177,10,2.1905774,target',,,,,,,,,,,,,,,
178,5,1.4948548,target',,,,,,,,,,,,,,,
179,10,1.7876959,target',,,,,,,,,,,,,,,
180,5,1.3001598,target',,,,,,,,,,,,,,,
181,5,1.7008354,target',,,,,,,,,,,,,,,
182,10,2.4101142,target',,,,,,,,,,,,,,,
183,10,1.185288,target',,,,,,,,,,,,,,,
184,10,1.9660978,target',,,,,,,,,,,,,,,
185,10,1.8068083,target',,,,,,,,,,,,,,,
186,10,1.7923553,target',,,,,,,,,,,,,,,
187,10,1.312894,,,,,,,,,,,,,,,,
188,5,1.6892089,target',,,,,,,,,,,,,,,
189,10,1.5538722,target',,,,,,,,,,,,,,,
190,10,1.3183309,target',,,,,,,,,,,,,,,
191,5,0.9952032,target',,,,,,,,,,,,,,,
192,10,1.9938423,target',,,,,,,,,,,,,,,
193,5,1.5199135,target',,,,,,,,,,,,,,,
194,10,1.1552681,target',,,,,,,,,,,,,,,
195,10,1.606079,target',,,,,,,,,,,,,,,
196,5,4.4532974,target',,,,,,,,,,,,,,,
197,10,1.8108025,target',,,,,,,,,,,,,,,
198,5,1.1669749,target',,,,,,,,,,,,,,,
199,10,1.2113397,target',,,,,,,,,,,,,,,
